runtime/valid/evaluation-order-elements-and-indexing.hd	runtime	accept	05-expressions.md#evaluation-order
runtime/valid/propagation-in-closure-targets-closure.hd	runtime	accept	05-expressions.md#propagation
runtime/valid/result-propagation-evaluates-once.hd	runtime	accept	05-expressions.md#propagation
runtime/valid/abrupt-assignment-stores-nothing.hd	runtime	accept	05-expressions.md#expression-categories
runtime/valid/binding-expression-tuple-value.hd	runtime	accept	05-expressions.md#binding-expressions
runtime/valid/method-receiver-before-arguments.hd	runtime	accept	07-functions.md#methods-and-receivers
runtime/valid/associated-function-qualified-call.hd	runtime	accept	07-functions.md#methods-and-receivers
typing/invalid/self-receiver-is-readonly.hd	type	reject:readonly-root	07-functions.md#methods-and-receivers
runtime/valid/private-main-is-ordinary-function.hd	runtime	accept	10-modules.md#executable-entry-point
runtime/valid/multiple-inline-closures.hd	runtime	accept	07-functions.md#multiple-inline-closures
runtime/valid/generic-function-value-instantiation.hd	runtime	accept	07-functions.md#function-types-and-values
typing/invalid/function-value-no-default-arguments.hd	type	reject:argument-count	07-functions.md#function-types-and-values
typing/invalid/function-type-invariant-result.hd	type	reject:type-mismatch	07-functions.md#function-types-and-values
runtime/valid/trailing-block-return-targets-callback.hd	runtime	accept	07-functions.md#trailing-callback-blocks
runtime/valid/loop-iteration-binding-capture.hd	runtime	accept	03-names-and-scopes.md#loops
typing/invalid/for-binding-not-visible-in-else.hd	type	reject:unknown-name	03-names-and-scopes.md#loops
runtime/valid/match-arm-binding-reuse.hd	runtime	accept	03-names-and-scopes.md#matches
typing/invalid/duplicate-binding-in-one-pattern.hd	type	reject:duplicate-binding	03-names-and-scopes.md#matches
typing/invalid/comprehension-binding-does-not-leak.hd	type	reject:unknown-name	03-names-and-scopes.md#comprehensions
runtime/valid/direct-member-hides-promoted.hd	runtime	accept	03-names-and-scopes.md#member-resolution
runtime/valid/use-declaration-position-independent.hd	runtime	accept	03-names-and-scopes.md#use-declarations
parse/invalid/wildcard-use.hd	parse	reject:syntax-error	10-modules.md#use-forms
parse/invalid/pub-path-only-use.hd	parse	reject:syntax-error	10-modules.md#use-forms
parse/invalid/pub-top-level-binding.hd	parse	reject:syntax-error	10-modules.md#name-resolution-across-packages
runtime/valid/default-method-conflict-inherent-resolves.hd	runtime	accept	09-traits.md#default-method-conflicts
typing/invalid/any-exposes-no-methods.hd	type	reject:unknown-method	09-traits.md#any
runtime/valid/any-accepts-non-optional-values.hd	runtime	accept	09-traits.md#any
typing/invalid/function-type-invariant-view-result.hd	type	reject:type-mismatch	07-functions.md#function-types-and-values
