runtime/valid/function-value-argument.hd	runtime	accept	07-functions.md#function-types-and-values
runtime/valid/function-field-returns-mutable-data.hd	runtime	accept	07-functions.md#function-types-and-values
runtime/valid/requirement-function-value.hd	runtime	accept	11-requirements-and-suspension.md#requirement-polymorphism
runtime/valid/trailing-callback-blocks.hd	runtime	accept	07-functions.md#trailing-callback-blocks
runtime/valid/closure-captures-local.hd	runtime	accept	07-functions.md#captures
runtime/valid/nested-closure-captures.hd	runtime	accept	07-functions.md#captures
runtime/valid/closure-captures-provider-scope.hd	runtime	accept	11-requirements-and-suspension.md#construction-time-requirement-binding
runtime/valid/closure-inferred-requirement-row.hd	runtime	accept	11-requirements-and-suspension.md#construction-time-requirement-binding
typing/invalid/closure-inferred-row-missing-requirement.hd	type	reject:missing-requirement	11-requirements-and-suspension.md#construction-time-requirement-binding
runtime/valid/closure-explicit-requirement-row.hd	runtime	accept	11-requirements-and-suspension.md#construction-time-requirement-binding
runtime/valid/generic-list-element.hd	runtime	accept	05-expressions.md#list-and-map-expressions
typing/invalid/heterogeneous-list-bool-int.hd	type	reject:no-common-type	05-expressions.md#list-and-map-expressions
typing/invalid/float-literal-map-key.hd	type	reject:invalid-map-key	04-type-system.md#map-key-types
typing/invalid/heterogeneous-map-values.hd	type	reject:no-common-type	05-expressions.md#list-and-map-expressions
runtime/valid/map-lookup-and-duplicate-keys.hd	runtime	accept	05-expressions.md#list-and-map-expressions
runtime/valid/list-of-trait-values.hd	runtime	accept	09-traits.md#dynamic-trait-values
runtime/valid/generic-data-fields.hd	runtime	accept	04-type-system.md#generics
typing/invalid/generic-data-field-type-mismatch.hd	type	reject:type-mismatch	04-type-system.md#generics
runtime/valid/generic-enum-payloads.hd	runtime	accept	08-data-and-enums.md#generic-and-recursive-enums
runtime/valid/generic-callable-adapter.hd	runtime	accept	07-functions.md#generic-functions
typing/invalid/generic-inference-conflict.hd	type	reject:type-mismatch	07-functions.md#generic-functions
runtime/valid/generic-inference-scalars-and-data.hd	runtime	accept	07-functions.md#generic-functions
typing/invalid/unresolved-generic-return-placeholder.hd	type	reject:unresolved-generic-placeholder	07-functions.md#generic-functions
runtime/valid/generic-optional-and-result.hd	runtime	accept	07-functions.md#generic-functions
runtime/valid/reference-identity.hd	runtime	accept	05-expressions.md#unary-and-binary-operators
runtime/valid/requirement-row-forwarded-through-calls.hd	runtime	accept	11-requirements-and-suspension.md#requirement-polymorphism
typing/invalid/provider-spread-of-non-context.hd	type	reject:type-mismatch	11-requirements-and-suspension.md#provider-scopes
typing/invalid/context-result-type-mismatch.hd	type	reject:type-mismatch	11-requirements-and-suspension.md#provider-scopes
typing/valid/context-spread-normalization.hd	type	accept	11-requirements-and-suspension.md#provider-scopes
runtime/valid/context-values-install-providers.hd	runtime	accept	11-requirements-and-suspension.md#provider-scopes
typing/invalid/generic-provider-key-collision-nested.hd	type	reject:generic-requirement-key-collision	11-requirements-and-suspension.md#requirement-polymorphism
typing/valid/generic-provider-keys-consistent-substitution.hd	type	accept	11-requirements-and-suspension.md#requirement-polymorphism
typing/valid/generic-provider-keys-distinct.hd	type	accept	11-requirements-and-suspension.md#requirement-polymorphism
typing/valid/generic-provider-keys-occurs-check.hd	type	accept	11-requirements-and-suspension.md#requirement-polymorphism
typing/invalid/generic-provider-key-collision-spread.hd	type	reject:generic-requirement-key-collision	11-requirements-and-suspension.md#requirement-polymorphism
typing/invalid/call-missing-requirement.hd	type	reject:missing-requirement	11-requirements-and-suspension.md#requirement-rows
typing/valid/requirement-row-grouped-subtraction.hd	type	accept	11-requirements-and-suspension.md#requirement-rows
typing/valid/requirement-row-ungrouped-subtraction.hd	type	accept	11-requirements-and-suspension.md#requirement-rows
typing/invalid/use-without-provider.hd	type	reject:missing-requirement	11-requirements-and-suspension.md#provider-access
typing/invalid/provider-value-type-mismatch.hd	type	reject:type-mismatch	11-requirements-and-suspension.md#provider-access
runtime/valid/nested-provider-scope.hd	runtime	accept	11-requirements-and-suspension.md#provider-scopes
runtime/valid/row-polymorphic-forwarding.hd	runtime	accept	11-requirements-and-suspension.md#requirement-polymorphism
typing/invalid/row-inference-conflict.hd	type	reject:type-mismatch	11-requirements-and-suspension.md#requirement-polymorphism
runtime/valid/row-inference-empty-row.hd	runtime	accept	11-requirements-and-suspension.md#requirement-polymorphism
typing/invalid/row-inference-unavailable-provider.hd	type	reject:missing-requirement	11-requirements-and-suspension.md#requirement-polymorphism
runtime/valid/row-polymorphic-union-forwarding.hd	runtime	accept	11-requirements-and-suspension.md#requirement-polymorphism
runtime/valid/row-variable-binds-union.hd	runtime	accept	11-requirements-and-suspension.md#requirement-polymorphism
typing/warnings/row-subtraction-absent-key.hd	type	warn:requirement-subtract-absent	11-requirements-and-suspension.md#requirement-polymorphism
typing/invalid/row-subtraction-without-provider.hd	type	reject:missing-requirement	11-requirements-and-suspension.md#requirement-polymorphism
runtime/valid/row-subtraction-provider-restoration.hd	runtime	accept	11-requirements-and-suspension.md#requirement-polymorphism
runtime/valid/row-variable-plus-key.hd	runtime	accept	11-requirements-and-suspension.md#requirement-polymorphism
runtime/valid/trait-default-method-inherited.hd	runtime	accept	09-traits.md#trait-implementations
runtime/valid/trait-default-method-overridden.hd	runtime	accept	09-traits.md#trait-implementations
typing/invalid/ambiguous-method-two-traits.hd	type	reject:ambiguous-method	09-traits.md#trait-implementations
typing/invalid/trait-method-result-type-mismatch.hd	type	reject:trait-method-signature	09-traits.md#trait-implementations
typing/invalid/trait-impl-missing-method.hd	type	reject:missing-trait-method	09-traits.md#trait-implementations
runtime/valid/static-and-dynamic-trait-dispatch.hd	runtime	accept	09-traits.md#dynamic-trait-values
runtime/valid/embedded-field-satisfies-trait.hd	runtime	accept	09-traits.md#embedding-and-trait-satisfaction
runtime/valid/generic-bound-dispatch.hd	runtime	accept	09-traits.md#generic-bounds-and-static-dispatch
runtime/valid/inherent-methods.hd	runtime	accept	09-traits.md#inherent-implementations
runtime/valid/multiple-bounds-dispatch.hd	runtime	accept	09-traits.md#generic-bounds-and-static-dispatch
typing/invalid/readonly-trait-value-mutating-method.hd	type	reject:mutable-receiver-required	09-traits.md#trait-implementations
typing/invalid/readonly-data-mutating-trait-method.hd	type	reject:mutable-receiver-required	09-traits.md#trait-implementations
typing/invalid/trait-method-receiver-mismatch.hd	type	reject:trait-method-signature	09-traits.md#trait-implementations
runtime/valid/mutable-receivers.hd	runtime	accept	09-traits.md#dynamic-trait-values
runtime/valid/trait-value-as-provider.hd	runtime	accept	11-requirements-and-suspension.md#provider-scopes
runtime/valid/cancellation-runs-dynamic-method-defer.hd	runtime	accept	11-requirements-and-suspension.md#cancellation
runtime/valid/suspending-trait-default-method.hd	runtime	accept	11-requirements-and-suspension.md#suspending-functions
runtime/valid/suspending-trait-dispatch.hd	runtime	accept	11-requirements-and-suspension.md#suspending-functions
runtime/valid/heterogeneous-tuples.hd	runtime	accept	05-expressions.md#parenthesized-and-tuple-expressions
runtime/valid/conditional-call-program.hd	runtime	accept	06-control-flow.md#conditional-expressions
runtime/panic/i32-add-overflow-in-function.hd	runtime	panic:integer-overflow	04-type-system.md#numeric-conversions
typing/invalid/unary-plus-i32-literal-range.hd	type	reject:integer-literal-range	01-lexical-structure.md#integer-literals
runtime/panic/i32-min-divided-by-minus-one.hd	runtime	panic:integer-overflow	04-type-system.md#numeric-conversions
runtime/valid/i32-minimum-literal.hd	runtime	accept	05-expressions.md#unary-and-binary-operators
typing/invalid/signed-integer-exponent.hd	type	reject:type-mismatch	05-expressions.md#unary-and-binary-operators
runtime/panic/integer-power-overflow.hd	runtime	panic:integer-overflow	05-expressions.md#unary-and-binary-operators
runtime/valid/integer-power-associativity.hd	runtime	accept	05-expressions.md#unary-and-binary-operators
typing/invalid/power-mixed-numeric-types.hd	type	reject:mixed-numeric-types	05-expressions.md#unary-and-binary-operators
runtime/valid/floating-power.hd	runtime	accept	05-expressions.md#unary-and-binary-operators
typing/invalid/reassign-short-binding-in-function.hd	type	reject:non-reassignable-binding	03-names-and-scopes.md#local-bindings
typing/invalid/function-result-type-mismatch.hd	type	reject:type-mismatch	04-type-system.md#assignability-and-coercion
typing/invalid/nonfinal-vararg-then-parameter.hd	type	reject:nonfinal-vararg	07-functions.md#varargs
typing/invalid/unknown-value-name.hd	type	reject:unknown-name	03-names-and-scopes.md#lexical-scopes
runtime/valid/homogeneous-varargs.hd	runtime	accept	07-functions.md#varargs
typing/invalid/list-function-to-vararg-function-type.hd	type	reject:type-mismatch	07-functions.md#varargs
runtime/valid/vararg-function-values.hd	runtime	accept	07-functions.md#varargs
runtime/valid/parameter-defaults-after-explicit-arguments.hd	runtime	accept	07-functions.md#default-values
typing/invalid/parameter-default-type-mismatch.hd	type	reject:type-mismatch	07-functions.md#default-values
typing/invalid/suspending-parameter-default.hd	type	reject:impure-default	07-functions.md#default-values
runtime/valid/varargs-in-trait-and-suspending-methods.hd	runtime	accept	07-functions.md#varargs
runtime/valid/named-arguments-reordered.hd	runtime	accept	07-functions.md#positional-and-named-arguments
runtime/valid/named-arguments-source-evaluation-order.hd	runtime	accept	07-functions.md#positional-and-named-arguments
runtime/valid/named-enum-payload-evaluation-order.hd	runtime	accept	08-data-and-enums.md#enum-declarations
runtime/valid/named-enum-payload-patterns.hd	runtime	accept	08-data-and-enums.md#matching-enums
typing/invalid/literal-payload-pattern-nonexhaustive.hd	type	reject:nonexhaustive-match	08-data-and-enums.md#matching-enums
runtime/valid/literal-payload-patterns.hd	runtime	accept	08-data-and-enums.md#matching-enums
runtime/valid/shared-enum-data-defaults.hd	runtime	accept	08-data-and-enums.md#shared-enum-constructor-data
runtime/valid/named-arguments-trait-dispatch.hd	runtime	accept	07-functions.md#positional-and-named-arguments
typing/invalid/prelude-shadow-console-parameter.hd	type	reject:prelude-name-shadow	10-modules.md#prelude
typing/invalid/prelude-shadow-hash-local.hd	type	reject:prelude-name-shadow	10-modules.md#prelude
typing/invalid/prelude-shadow-println-function.hd	type	reject:prelude-name-shadow	10-modules.md#prelude
typing/invalid/prelude-shadow-result-generic.hd	type	reject:prelude-name-shadow	10-modules.md#prelude
typing/invalid/branch-binding-does-not-leak.hd	type	reject:unknown-name	03-names-and-scopes.md#control-flow-binding-scopes
runtime/valid/branch-scopes-shadow.hd	runtime	accept	03-names-and-scopes.md#control-flow-binding-scopes
runtime/valid/else-if-chain.hd	runtime	accept	06-control-flow.md#conditional-expressions
typing/invalid/break-outside-loop.hd	type	reject:break-outside-loop	06-control-flow.md#while-loops
runtime/valid/while-break-and-continue.hd	runtime	accept	06-control-flow.md#while-loops
runtime/valid/while-else-break-value.hd	runtime	accept	06-control-flow.md#break-continue-and-loop-else
typing/invalid/plain-break-in-value-loop.hd	type	reject:break-value-context	06-control-flow.md#break-continue-and-loop-else
typing/invalid/break-value-in-void-loop.hd	type	reject:break-value-context	06-control-flow.md#break-continue-and-loop-else
runtime/valid/while-else-exhaustion-value.hd	runtime	accept	06-control-flow.md#break-continue-and-loop-else
runtime/valid/for-loops-lists-and-maps.hd	runtime	accept	06-control-flow.md#for-loops
runtime/valid/data-fields-named-in-any-order.hd	runtime	accept	08-data-and-enums.md#data-declarations
runtime/valid/mutable-data-paths-share-identity.hd	runtime	accept	04-type-system.md#mutable-paths
runtime/valid/indexed-replacement-list-and-map.hd	runtime	accept	04-type-system.md#mutable-paths
typing/invalid/readonly-list-append.hd	type	reject:mutable-receiver-required	04-type-system.md#composite-values-and-access-permission
runtime/valid/list-append-grows.hd	runtime	accept	04-type-system.md#composite-values-and-access-permission
